Date,MTUM,VTV,VEU,VWO,VCIT,VGLT,BNDX,VTIP,DBC,IAU,VNQ
2021-10-05 00:00:00,168.929658203125,129.65631340026854,59.761142349243165,50.83848598480225,91.77914958953858,86.13281303405762,55.327033309936525,48.68603281021118,17.80665006637573,34.500000076293944,94.13418746948243
2021-10-06 00:00:00,169.00848655700685,129.76550239562988,59.77832664489746,50.84181043624878,91.77589637756347,86.10296718597412,55.32130403518677,48.69692087173462,17.836650071144103,34.48865007400513,94.2394686126709
2021-10-07 00:00:00,169.09793617248536,129.88287696838378,59.80230472564697,50.853115501403806,91.7716605758667,86.06680423736572,55.31485252380371,48.708138103485105,17.868700075149537,34.47675008773804,94.34838920593262
2021-10-08 00:00:00,169.18070075988769,130.0051126098633,59.82748285293579,50.86708826065063,91.76539283752442,86.02595363616943,55.30772699356079,48.719123668670655,17.90190007686615,34.466250076293946,94.44972362518311
2021-10-11 00:00:00,169.2639867401123,130.1174426651001,59.84910543441772,50.87796300888061,91.75782390594482,85.98704704284668,55.30095434188843,48.73000200271606,17.934900074005128,34.454450073242185,94.55493049621582
2021-10-12 00:00:00,169.34584045410156,130.2266048049927,59.870339679718015,50.8895023727417,91.75080368041992,85.95294479370118,55.29365327835083,48.740735149383546,17.96770007133484,34.44285007476807,94.66324977874756
2021-10-13 00:00:00,169.4351284790039,130.33466831207275,59.89344705581665,50.90379365921021,91.74485809326171,85.92268409729004,55.287174472808836,48.7517094039917,18.001550073623658,34.43470006942749,94.7728881072998
2021-10-14 00:00:00,169.54352005004884,130.45411491394043,59.91678651809693,50.91592035293579,91.73979621887207,85.89433692932128,55.28146894454956,48.762922019958495,18.036300072669984,34.42660007476807,94.89225032806397
2021-10-15 00:00:00,169.65926712036133,130.57644100189208,59.94112516403198,50.927413845062254,91.73250228881835,85.86275150299072,55.27513595581055,48.77389886856079,18.07150007247925,34.41440008163452,95.0090117263794
2021-10-18 00:00:00,169.78112251281738,130.69133712768556,59.96616626739502,50.93919139862061,91.72399047851563,85.8318170928955,55.26798257827759,48.784165668487546,18.105750069618225,34.40095008850098,95.1232046508789
2021-10-19 00:00:00,169.91348197937012,130.81971286773683,59.992154712677,50.95275072097778,91.71493251800537,85.7957568359375,55.26053974151611,48.79457761764527,18.140650072097777,34.38385009765625,95.25089782714844
2021-10-20 00:00:00,170.03980819702147,130.95086151123047,60.014810161590574,50.96071514129639,91.70644554138184,85.76038749694824,55.25333652496338,48.805329170227054,18.17470007419586,34.367850093841554,95.38623878479004
2021-10-21 00:00:00,170.17440452575684,131.06667453765868,60.03398902893066,50.968985080718994,91.69827457427978,85.73360553741455,55.246082592010495,48.81632179260254,18.207000074386595,34.35460010528564,95.5216417312622
2021-10-22 00:00:00,170.28406074523926,131.1807929611206,60.05318464279175,50.974688415527346,91.69141269683838,85.71489643096923,55.239360103607176,48.826990604400635,18.23945007801056,34.342950115203855,95.66030975341796
2021-10-25 00:00:00,170.39559623718262,131.29560623168945,60.06850818634033,50.97630603790283,91.68600242614747,85.69715171813965,55.23297441482544,48.83842004776001,18.27185007572174,34.338600120544434,95.79684894561768
2021-10-26 00:00:00,170.51588554382323,131.40965084075927,60.08760971069336,50.97915102005005,91.68232906341552,85.68348098754883,55.22730939865112,48.85013193130493,18.304950075149534,34.333450126647946,95.94013969421387
2021-10-27 00:00:00,170.6198094177246,131.51190151214598,60.10323938369751,50.977923278808596,91.67964012145995,85.6771936416626,55.223187885284425,48.86193971633911,18.334600076675414,34.32775012969971,96.07796524047852
2021-10-28 00:00:00,170.73600303649903,131.62010192871094,60.121154384613035,50.9756304359436,91.67458877563476,85.6644214630127,55.2173349571228,48.87302824020386,18.365000071525575,34.32265012741089,96.21842903137207
2021-10-29 00:00:00,170.85873374938964,131.724517288208,60.133954162597654,50.96769287109375,91.67016201019287,85.65676490783692,55.21104459762573,48.8838849067688,18.394150071144104,34.31620012283325,96.35046928405762
2021-11-01 00:00:00,171.00024864196777,131.8372817993164,60.153883361816405,50.96509910583496,91.66497425079346,85.64443084716797,55.20474908828735,48.89431266784668,18.42520007133484,34.31270011901856,96.48054237365723
2021-11-02 00:00:00,171.13236152648926,131.95087448120117,60.16952899932861,50.95527643203735,91.66071754455567,85.63285697937012,55.199468517303465,48.904747009277344,18.456300067901612,34.307350120544434,96.61431365966797
2021-11-03 00:00:00,171.253507232666,132.0667515563965,60.184203472137455,50.94278074264526,91.65577930450439,85.61689846038819,55.19384994506836,48.91494947433472,18.484600071907042,34.297800121307375,96.74216388702392
2021-11-04 00:00:00,171.3676152038574,132.18267787933348,60.19820335388184,50.92969776153564,91.65278980255127,85.60814563751221,55.190062294006346,48.92549280166626,18.512300066947937,34.29010011672974,96.86684314727783
2021-11-05 00:00:00,171.4801853942871,132.30586139678954,60.214699840545656,50.91859411239624,91.65252723693848,85.60434097290039,55.18724225997925,48.93627199172974,18.542750067710877,34.286000118255615,96.99330337524414
2021-11-08 00:00:00,171.59276374816895,132.43037075042724,60.23207586288452,50.90878522872925,91.64993572235107,85.59469650268555,55.18288049697876,48.9471950340271,18.57305006504059,34.28260011672974,97.11620121002197
2021-11-09 00:00:00,171.69990257263183,132.5563233947754,60.24900774002075,50.90002840042114,91.64808078765869,85.59095924377442,55.179967212677,48.95855093002319,18.604050064086913,34.280450115203855,97.23709953308105
2021-11-10 00:00:00,171.82566513061522,132.69539264678954,60.26990810394287,50.89719421386719,91.64324123382568,85.57807048797608,55.17565208435059,48.97014261245727,18.633900060653687,34.281250114440915,97.36289733886719
